ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,C201,ESTRATO,LLAVE_PANEL,CCDD,AREA_ENCUESTA,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C348,C347_T,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,C361_1,C361_2,C361_3,C361_4,C361_5,C361_6,C361_7,C361_8,C362_1,C362_2,C362_3,C362_4,C362_5,C362_6,C362_7,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,Informal_P,FAC300_ANUAL
2022,01,07058,2,0128,1,1,4,202201070582012811,01,1,1,1,2, ,2,21,1,1,26,7,2000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,5,4,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,8,2, ,2,2,2,2,2,2,10,9,2, , , , , , , , , ,0, , ,1, ,2.65310263633728
2022,01,07058,2,0128,1,2,4,202201070582012812,01,1,3,1,2, ,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,1, , 
2022,01,07058,2,0132,1,1,4,202201070582013211,01,1,1,1,2, ,1,48,1,1,10,9,1973,1, , , , , , , , , , , , , , , ,1114,8412,3,2, , ,5,1950,0,8,8,8,8,8,0,40,5,45,2,50,1,1,1,2,4,4500, , , ,2000, , , , , , , , , , ,1,1,2,2,2,2,2,2,2,1, , , , , , , ,2, ,1,1,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,4500, , , ,2000, , , ,50,6500,4500,6550,1,2,2.31575918197632
2022,01,07058,2,0132,1,2,4,202201070582013212,01,1,2,1,2, ,2,35,2,2,8,3,1986,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,2, , ,1,1,2,2,2,2,2,2,2,4, , , , , , , ,1,5,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,3, , , , , , , , , ,0, , ,1, ,2.70536160469055
2022,01,07058,2,0132,1,3,4,202201070582013213,01,1,3,1,1, ,1,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,0, , 
2022,01,07058,2,0132,1,4,4,202201070582013214,01,1,3,1,2, ,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,1, , 
2022,01,07058,2,0133,1,1,4,202201070582013311,01,1,1,1,2, ,2,56,1,1,22,12,1965,1, , , , , , , , , , , , , , , ,5212,4711,2, ,2,2,1,2,0,14,12,10,14,10,0,60, ,60,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,1,1, , ,360,600, , , , , ,960,960,960,1,2,2.01087927818298
2022,01,07058,2,0133,1,2,4,202201070582013314,01,1,3,1,1, ,2,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,0, , 
2022,01,07062,1,0025,1,1,4,202201070621002511,01,1,1,1,2, ,1,32,1,1,6,5,1989,1, , , , , , , , , , , , , , , ,6112,0127,2, ,3,2,1,1,0,8,0,8,0,0,0,16, ,16,2,32,2, ,2,2, , , , , , , , , , , , , , , , ,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,1, , ,2,2,2,2,2,2,10,7,1, , ,992,125, , , , , ,1117,1117,1117,1,1,5.40322399139404
2022,01,07062,1,0025,1,2,4,202201070621002512,01,1,2,1,2, ,2,32,2,2,26,4,1989,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , ,0, , ,1, ,3.98485493659973
2022,01,07062,1,0025,1,3,4,202201070621002513,01,1,3,1,2, ,2,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,1, , 
2022,01,07062,1,0025,1,4,4,202201070621002514,01,1,3,1,2, ,2,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,1, , 
2022,01,07062,20,0085,1,1,4,2022010706220008511,01,1,1,1,2, ,1,43,1,1,30,10,1978,1, , , , , , , , , , , , , , , ,0220,8423,3,1, , , , ,0,0,0,0,8,10,8,26, ,26,2,65,2, ,2,2,4,3350, , , , , , , , , , , , , , ,1,2,2,2,1,2,2,2,2, , , ,1, , , , ,2, ,2, ,2, ,1,1,11,5, ,2,2,2,2,2,2,10,7,1,3350, , , , , , , ,83,3350,3350,3433,1,2,4.1074390411377
2022,01,07062,20,0085,1,2,4,2022010706220008512,01,1,2,1,2, ,2,30,2,2,14,10,1991,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,2,2,2,1,2,2,2,2, , , ,4, , , , ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , ,0, , ,1, ,3.98485493659973
2022,01,07062,20,0085,1,3,4,2022010706220008513,01,1,3,1,2, ,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,1, , 
2022,01,0706402,1,0002,1,1,4,20220107064021000211,01,1,1,1,2, ,2,91,1,1,17,11,1930,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,1, , ,2,2,2,1,1,1,10,9,4, , , , , , , , , ,0, , ,1, ,3.38899898529053
2022,01,0706402,1,0070,1,1,4,20220107064021007011,01,1,1,1,2, ,1,30,1,1,31,8,1991,1, , , , , , , , , , , , , , , ,7128,4330,1, ,3,2,1,2,0,9,9,8,9,8,6,49, ,49,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,1,5,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , ,2165, , , , , , ,2165,2165,2165,1,1,5.69782304763794
2022,01,0706402,1,0070,1,2,4,20220107064021007012,01,1,2,1,2, ,2,37,2,2,18,12,1984,2,1, , , , , , , , , , , , , , ,4131,8411,3,2, , ,5,9998,0,0,0,0,0,0,0,0, ,40,2,40,2, ,2,2,4,2500,600, , , , , , , , , , , , , ,1,1,2,2,2,2,2,2,2,1, , , , , , , ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,2500,50, , , , , , ,242,2550,2550,2792,1,2,3.87281084060669
2022,01,0706402,1,0070,1,3,4,20220107064021007013,01,1,3,1,2, ,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,1, , 
2022,01,0706402,1,0070,1,4,4,20220107064021007014,01,1,3,1,2, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,1, , 
2022,01,07067,1,0025,1,1,4,202201070671002511,01,1,1,1,2, ,1,48,1,1,31,8,1973,1, , , , , , , , , , , , , , , ,5212,4711,4, ,2,1,1,2,5,11,11,11,11,11,10,70, ,70,1, ,1,1,1, , , , , , , , , , , , , , , , , ,1,1,2,2,2,2,2,2,2,2, , , , , , , ,2, ,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , , , , , , , , ,0,0,0,1,1,3.23346781730652
2022,01,07067,1,0025,1,2,4,202201070671002512,01,1,6,1,2, ,2,67,2,2,8,10,1954,1, , , , , , , , , , , , , , , ,5211,4630,1, ,2,1,1,2,5,10,10,10,10,10,10,65, ,65,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,2,2,2,2,1,2,2,2, , , , ,2, , , ,2, ,2, ,2, ,2, ,3,1, ,2,2,2,2,2,2,10,5,1, , ,1775,400, , , , , ,2175,2175,2175,1,2,2.13441729545593
2022,01,07067,1,0027,1,1,4,202201070671002711,01,1,1,1,1, ,1,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,0, , 
2022,01,07067,1,0027,1,2,4,202201070671002712,01,1,2,1,2, ,2,55,2,2,6,4,1966,1, , , , , , , , , , , , , , , ,3221,8610,3,2, , ,5,9998,0,12,12,13,13,12,12,74, ,74,1, ,2, ,2,2,4,2000, , , , , , , , , , , , , , ,1,1,2,2,2,2,2,2,2,1, , , , , , , ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,6,1,2000, , , , , , , ,83,2000,2000,2083,1,2,2.13441729545593
2022,01,07067,1,0027,1,3,4,202201070671002713,01,1,3,1,1, ,1,24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,0, , 
2022,01,07067,1,0097,1,1,4,202201070671009711,01,1,1,1,2, ,1,81,1,1,25,7,1940,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , , , ,1,1,2,2,2,2,2,2,2,3, , , , , , , ,2, ,2, ,1,3,2, ,11,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , ,0, , ,1, ,2.66703629493713
2022,01,07067,1,0097,1,2,4,202201070671009712,01,1,2,1,2, ,2,76,2,2,1,12,1945,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,2,1,2,2,2,2,2,2,2,4, , , , , , , ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , ,0, , ,1, ,2.31590914726257
2022,01,07067,1,0097,1,3,4,202201070671009713,01,1,3,1,2, ,2,53,3,3,18,6,1968,1, , , , , , , , , , , , , , , ,3221,8610,3,2, , ,5,9998,18,18,18,18,18,18,0,108, ,108,1, ,2, ,2,2,4,2800,1000, , , , , , , , , , , , , ,2,1,2,2,2,2,2,2,2,1, , , , , , , ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,2800,83, , , , , , ,83,2883,2883,2966,1,2,2.13441729545593
2022,01,07067,1,0097,1,4,4,202201070671009714,01,1,4,1,2, ,1,65,4,4,27,10,1956,1, , , , , , , , , , , , , , , ,4417,8610,3,3, , ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,3600, , , , , , , , , , , , , , ,1,1,2,2,2,2,2,2,2,1, , , , , , , ,1,1,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,7,1,3600, , , , , , , ,1083,3600,3600,4683,1,2,2.45802736282349
2022,01,07067,1,0097,1,5,4,202201070671009715,01,1,5,1,2, ,2,19,5,5,12,10,2002,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,2,2,2,2,2,2,2,2,2, , , , , , , , ,2, ,2, ,2, ,2, ,10,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , ,0, , ,1, ,3.46484398841858
2022,01,07067,1,0097,1,6,4,202201070671009716,01,1,3,1,2, ,1,46,6,6,7,10,1975,2,1, , , , , , , , , , , , , , ,2330,8521,3,2, , ,5,9998,0,0,0,0,0,0,0,0,6,66,2,60,1,1,1,1,4,2900, , , ,6000,6000, , , , , , , , , ,1,1,2,2,2,2,2,2,2,1, , , , , , , ,1,1,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1,2900, , , ,6000,6000, , ,50,14900,2900,14950,1,2,2.45802736282349
2022,01,07067,1,0097,1,7,4,202201070671009717,01,1,4,1,2, ,2,40,7,7,11,1,1982,1, , , , , , , , , , , , , , , ,2222,8610,3,2, , ,5,1000,0,6,6,6,6,6,6,36, ,36,1, ,2, ,2,2,4,1800,600, , , , , , , , , , , , , ,1,1,2,2,2,2,2,2,2,1, , , , , , , ,2, ,1,1,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,1800,50, , , , , , ,50,1850,1850,1900,1,2,2.64652752876282
2022,01,07067,1,0097,1,8,4,202201070671009718,01,1,5,1,2, ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,1, , 
2022,01,07067,1,0097,1,9,4,202201070671009719,01,1,5,1,2, ,2,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,1, , 
2022,01,07067,1,0098,1,1,4,202201070671009811,01,1,1,1,2, ,2,34,1,1,15,11,1987,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2, ,5120,5610,2, ,3,2,1,2,0,0,0,0,5,5,5,15,3,18,2,30,1,1,1,2, , , , , , ,200, , , , , , , , , ,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,220,300, ,200, , , ,720,520,720,1,1,3.48143458366394
2022,01,07067,1,0098,1,2,4,202201070671009812,01,1,3,1,2, ,2,16,2,2,11,7,2005,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2, ,9412,5610,4, ,3,2,1,2,0,0,0,0,1,1,1,3, , ,1, ,2, , , , , , , , , , , , ,2,5,2, , , , ,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,7,4, , , , , , , , , ,0, , ,1,1,3.46484398841858
2022,01,0707101,1,0011,1,1,4,20220107071011001111,01,1,1,1,2, ,2,71,1,1,11,2,1950,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,2,2, ,2,2,2,2,2,2,10,6,4, , , , , , , , , ,0, , ,1, ,1.69432580471039
2022,01,0707101,1,0011,1,2,4,20220107071011001112,01,1,2,1,2, ,1,72,2,2,5,3,1949,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,2,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , ,0, , ,1, ,1.95121121406555
2022,01,0707101,1,0081,1,1,4,20220107071011008111,01,1,1,1,2, ,1,31,1,1,12,12,1990,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,5,3,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,2, , , , , , , , , ,0, , ,1, ,1.90967071056366
2022,01,0707101,1,0081,1,2,4,20220107071011008112,01,1,2,1,2, ,2,26,2,2,5,4,1995,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,3, ,5,2,2,2,2,2,2,10,9,4, , , , , , , , , ,0, , ,1, ,2.1008448600769
2022,01,07080,1,0079,1,1,4,202201070801007911,01,1,1,1,2, ,1,28,1,1,22,7,1993,1, , , , , , , , , , , , , , , ,5414,8010,3,4,1, ,5,600,12,8,8,8,8,12,12,68, ,68,1, ,2, ,2,1,4,1600, , , , , , , , , , , , , , ,1,1,2,2,2,2,2,2,2,1, , , , , , , ,2, ,1,1,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1600, , , , , , , ,29,1600,1600,1629,1,2,3.00159001350403
2022,01,07080,1,0079,1,2,4,202201070801007912,01,1,7,1,2, ,1,24,2,2,15,3,1997,1, , , , , , , , , , , , , , , ,2359,8549,2, ,3,2,1,1,0,2,0,2,2,0,0,6, ,6,2,12,1,1,1,1, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,2,2,2,2, , , , , , , ,1,2,2, ,2, ,2, ,9,5, ,2,2,2,2,2,2,10,7,1, , ,352, , , , , , ,352,352,352,1,1,3.48221611976624
2022,01,07080,1,0080,1,1,4,202201070801008011,01,1,1,1,2, ,1,83,1,1,6,5,1938,1, , , , , , , , , , , , , , , ,6111,0111,2, ,3,2,1,1,0,6,6,5,6,6,5,34, ,34,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,2,2,2,1,2,2,2,2, , , ,4, , , , ,2, ,2, ,2, ,2, ,3,3, ,2,2,2,2,2,2,10,7,1, , ,104,97, , , , , ,201,201,201,1,1,3.27900958061218
2022,01,07080,1,0080,1,2,4,202201070801008012,01,1,2,1,2, ,2,78,2,2,3,8,1943,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2, , , , ,1,2,2,2,1,2,2,2,2, , , ,4, , , , ,2, ,2, ,2, ,2, ,1, , ,1,2,2,2,2,2,10,6,4, , , , , , , , , ,0, , ,1, ,2.34852766990662
2022,01,07080,1,0080,1,3,4,202201070801008013,01,1,3,1,2, ,1,50,3,3,18,7,1971,1, , , , , , , , , , , , , , , ,9313,4100,3,5,3,2,1,2,0,8,7,9,8,9,8,49, ,49,1, ,2, ,2,2,1,70, , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2, , , , , , , , ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,1,2100, , , , , , , , ,2100,2100,2100,1,1,3.27900958061218
2022,01,07080,1,0081,1,1,4,202201070801008111,01,1,1,1,2, ,1,46,1,1,11,2,1975,2,2,1, , , , , , , , , , , , , ,7111,4100,1, ,1, ,1,4,0,0,0,0,0,0,0,0, ,46,2,46,1,2,2,2, , , ,3000, , , , , , , , , , , , ,2,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,7,1, , ,3000, , , , , , ,3000,3000,3000,1,2,2.49264740943909
2022,01,07080,1,0081,1,2,4,202201070801008112,01,1,2,1,2, ,2,46,2,2,14,12,1975,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, ,9533,4799,2, ,3,2,1,1,3,2,3,2,3,2,3,18, ,18,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,8,2, ,2,2,2,2,2,2,10,7,1, , ,250, , , , , , ,250,250,250,1,1,2.84731364250183
