ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,C201,ESTRATO,LLAVE_PANEL,CCDD,AREA_ENCUESTA,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C348,C347_T,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,C361_1,C361_2,C361_3,C361_4,C361_5,C361_6,C361_7,C361_8,C362_1,C362_2,C362_3,C362_4,C362_5,C362_6,C362_7,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,Informal_P,FAC300_ANUAL
2022,01,07080,1,0081,1,3,4,202201070801008113,01,1,3,1,2, ,1,23,3,3,26,12,1998,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,2,2,2,2,2,2,1,2,2, , , , , ,4, , ,2, ,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , ,0, , ,1, ,2.8722095489502
2022,01,07080,1,0081,1,4,4,202201070801008114,01,1,3,1,2, ,1,21,4,4,3,6,2000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,2,2,2,2,2,1,1,2,2, , , , ,5,4, , ,2, ,2, ,2, ,2, ,10,1, ,2,2,2,2,2,2,10,7,4, , , , , , , , , ,0, , ,1, ,2.8722095489502
2022,01,07080,1,0156,1,1,4,202201070801015611,01,1,1,1,2, ,1,71,1,1,26,12,1950,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2, ,5142,9602,2, ,3,2,1,1,0,0,0,0,0,0,1,1, ,1,2,4,1,1,1,2, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,2,2,2,3, , , , , , , ,2, ,1,3,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,50, , , , , , ,50,50,50,1,1,3.27900958061218
2022,01,07080,1,0156,1,2,4,202201070801015612,01,1,2,1,2, ,2,67,2,2,18,2,1954,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , , , ,1,1,2,2,2,2,2,2,2,3, , , , , , , ,2, ,2, ,1,3,2, ,9,4, ,2,2,2,2,2,2,10,7,4, , , , , , , , , ,0, , ,1, ,2.34852766990662
2022,01,07081,2,0050,1,1,4,202201070812005011,01,1,1,1,2, ,1,37,1,1,3,7,1984,1, , , , , , , , , , , , , , , ,5120,5610,2, ,2,2,1,2,9,6,6,6,6,6,8,47,14,61,1, ,2, ,2,2, , , , , ,100, , , , , , , , , , ,2,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,3220,900,100, , , , ,4220,4120,4220,1,2,3.32050919532776
2022,01,07081,2,0050,1,2,4,202201070812005012,01,1,2,1,2, ,2,26,2,2,22,5,1995,1, , , , , , , , , , , , , , , ,9412,5610,4, ,2,2,1,2,8,6,6,5,6,6,8,45, ,45,1, ,2, ,2, , , , , , , , , , , , , , , , , ,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , , , , , , , , ,0,0,0,1,1,3.90558123588562
2022,01,07081,2,0050,1,3,4,202201070812005013,01,1,3,1,2, ,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,1, , 
2022,01,07081,2,0050,1,4,4,202201070812005014,01,1,3,1,2, ,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,1, , 
2022,01,07081,2,0051,1,1,4,202201070812005111,01,1,1,1,2, ,2,76,1,1,11,2,1945,1, , , , , , , , , , , , , , , ,5212,4711,2, ,2,2,1,1,12,11,11,11,11,10,11,77, ,77,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,2,2,2,4, , , , , , , ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,1154,500, , , , , ,1654,1654,1654,1,2,2.39445543289185
2022,01,07081,2,0051,1,2,4,202201070812005112,01,1,2,1,2, ,1,84,2,2,20,1,1937,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2, , , , ,1,1,2,2,2,2,2,2,2,3, , , , , , , ,1,3,2, ,2, ,2, ,6,5, ,1,2,2,1,1,2,10,7,4, , , , , , , , , ,0, , ,1, ,2.9919638633728
2022,01,07081,2,0051,1,3,4,202201070812005113,01,1,5,1,2, ,1,38,3,3,14,6,1983,1, , , , , , , , , , , , , , , ,9313,4100,3,5,2,2,1,2,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,2,500, , , , , , , , , , , , , , ,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,1,5,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,7,1,2165, , , , , , , , ,2165,2165,2165,1,1,4.36803913116455
2022,01,07081,2,0052,1,1,4,202201070812005211,01,1,1,1,2, ,2,28,1,1,7,7,1993,1, , , , , , , , , , , , , , , ,9533,4799,2, ,3,2,1,1,1,2,1,3,2,1,2,12, ,12,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,9,1, , ,100,100, , , , , ,200,200,200,1,1,3.90558123588562
2022,01,07081,2,0052,1,2,4,202201070812005212,01,1,3,1,2, ,1,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,1, , 
2022,01,07081,2,0052,1,3,4,202201070812005213,01,1,3,1,2, ,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,1, , 
2022,01,07081,2,0052,1,4,4,202201070812005214,01,1,3,1,2, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,1, , 
2022,01,07087,2,0008,1,1,4,202201070872000811,01,1,1,1,2, ,1,44,1,1,27,6,1977,1, , , , , , , , , , , , , , , ,3212,8412,3,2, , ,5,5000,0,8,8,8,8,8,6,46, ,46,1, ,2, ,2,2,4,2500, , , , , , , , , , , , , , ,1,1,2,2,2,2,2,2,2,1, , , , , , , ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,2500, , , , , , , ,50,2500,2500,2550,1,2,4.64061641693115
2022,01,07087,2,0008,1,2,4,202201070872000812,01,1,2,1,2, ,2,42,2,2,18,8,1979,1, , , , , , , , , , , , , , , ,2341,8510,3,2, , ,5,9998,0,7,7,7,7,7,0,35, ,35,2,30,2, ,2,2,4,2800, , , , , , , , , , , , , , ,2,1,2,2,2,2,2,2,2,1, , , , , , , ,2, ,1,1,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1,2800, , , , , , , ,83,2800,2800,2883,1,2,4.14930009841919
2022,01,07087,2,0008,1,3,4,202201070872000813,01,1,3,1,2, ,1,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,1, , 
2022,01,07087,2,0008,1,4,4,202201070872000814,01,1,3,1,2, ,1,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,1, , 
2022,01,07087,2,0010,1,1,4,202201070872001011,01,1,1,1,2, ,2,53,1,1,14,10,1968,1, , , , , , , , , , , , , , , ,2632,8412,3,2, , ,5,9998,0,10,8,8,8,8,0,42, ,42,1, ,1,1,1,2,4,2000, , , , , , , , , , , , , , ,2,1,2,2,2,2,2,2,1,1, , , , , , ,2,2, ,1,1,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1,2000, , , , , , , ,83,2000,2000,2083,1,2,3.34639930725098
2022,01,07087,3,0114,1,1,4,202201070873011411,01,1,1,1,2, ,1,81,1,2,6,12,1940,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2, , , , ,1,1,2,2,2,2,2,2,2,3, , , , , , , ,2, ,2, ,1,3,2, ,4,5, ,1,1,2,1,2,2,10,7,4, , , , , , , , , ,0, , ,1, ,4.18145418167114
2022,01,07087,3,0114,1,2,4,202201070873011412,01,1,2,1,2, ,2,66,2,2,1,8,1955,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, , , ,1,1,2,2,2,2,2,2,2,4, , , , , , , ,2, ,2, ,2, ,2, ,3,4, ,2,2,2,2,2,2,10,7,4, , , , , , , , , ,0, , ,1, ,3.63094735145569
2022,01,07087,3,0114,1,3,4,202201070873011413,01,1,3,1,2, ,2,48,3,3,13,7,1973,2,1, , , , , , , , , , , , , , ,5312,8510,3,2, , ,5,5000,0,0,0,0,0,0,0,0,24,74,2,50,2, ,2,2,4,1500, , , , ,300, ,100, , , , , , , ,1,1,2,2,2,2,2,2,2,1, , , , , , , ,2, ,1,1,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,1500, , , , ,300, ,100,50,1900,1500,1950,1,2,3.34639930725098
2022,01,07087,3,0114,1,4,4,202201070873011414,01,1,5,1,2, ,2,20,4,4,17,1,2002,1, , , , , , , , , , , , , , , ,9412,5630,4, ,2,2,1,3,5,5,5,5,5,5,5,35, ,35,1, ,1,2,2, , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2, , , , , , , , ,2, ,2, ,2, ,2, ,10,3, ,2,2,2,2,2,2,10,1,1, , , , , , , , , ,0,0,0,1,1,6.58599996566772
2022,01,07087,3,0114,1,5,4,202201070873011415,01,1,5,1,2, ,2,16,5,5,21,11,2005,1, , , , , , , , , , , , , , , ,9412,5630,4, ,2,2,1,3,6,1,1,1,1,1,0,11, , ,1, ,1,2, , , , , , , , , , , ,2,4,1,2, , , ,1,1,2,2,2,2,2,2,2,4, , , , , , , ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,7,4, , , , , , , , , ,0, , ,1,1,5.43227910995483
2022,01,07087,3,0115,1,1,4,202201070873011511,01,1,1,1,2, ,2,44,1,1,27,6,1977,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,5,6,1,1,2,2,2,2,2,2,2,4, , , , , , , ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,6,2, , , , , , , , , ,0, , ,1, ,3.65915393829346
2022,01,07087,3,0115,1,2,4,202201070873011512,01,1,3,1,2, ,1,19,2,2,4,7,2002,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,1,1, , ,2,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,8,2, ,2,2,2,2,2,2,10,7,3, , , , , , , , , ,0, , ,1, ,4.44058704376221
2022,01,07087,3,0116,1,1,4,202201070873011611,01,1,1,1,2, ,2,47,1,2,10,7,1974,1, , , , , , , , , , , , , , , ,5213,4781,2, ,3,2,1,1,4,5,5,5,5,5,5,34, ,34,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,4, ,6,2,2,2,2,2,2,10,7,1, , ,210,450, , , , , ,660,660,660,1,1,4.40209674835205
2022,01,07087,3,0116,1,2,4,202201070873011612,01,1,2,1,2, ,1,51,2,2,30,11,1970,1, , , , , , , , , , , , , , , ,6111,0113,2, ,3,2,1,2,0,4,3,4,4,3,4,22, ,22,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,2,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,1, , ,125, , , , , , ,125,125,125,1,1,5.06952142715454
2022,01,07087,3,0116,1,3,4,202201070873011613,01,1,3,1,2, ,1,29,3,3,15,3,1992,1, , , , , , , , , , , , , , , ,2251,8620,2, ,2,2,1,1,5,8,8,0,8,0,0,29, ,29,2,50,1,2,2,2, , , , , , , , , , , , , , , , ,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,1,5,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1, , ,2236, , , , , , ,2236,2236,2236,1,2,4.64061641693115
2022,01,07087,3,0116,1,4,4,202201070873011614,01,1,3,1,2, ,1,26,4,4,6,10,1995,1, , , , , , , , , , , , , , , ,2132,8413,3,2, , ,5,9998,0,10,10,10,10,10,0,50, ,50,1, ,2, ,2,2,4,2500, , , , , , , , , , , , , , ,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,12,1, ,2,2,2,2,2,2,10,7,1,2500, , , , , , , , ,2500,2500,2500,1,1,6.10460376739502
2022,01,07087,3,0116,1,5,4,202201070873011615,01,1,3,1,2, ,1,20,5,5,3,9,2001,1, , , , , , , , , , , , , , , ,9211,0113,4, ,3,2,1,2,4,0,0,0,0,0,0,4, , ,1, ,1,1, , , , , , , , , , , ,2,4,2, , , , ,2,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,10,1, ,2,2,2,2,2,2,10,7,4, , , , , , , , , ,0, , ,1,1,4.44058704376221
2022,01,07087,3,0116,1,6,4,202201070873011616,01,1,3,1,2, ,2,16,6,6,13,11,2005,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,2,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,7,4, , , , , , , , , ,0, , ,1, ,5.43227910995483
2022,01,07087,3,0116,1,7,4,202201070873011617,01,1,7,1,2, ,1,31,7,7,29,1,1990,1, , , , , , , , , , , , , , , ,8322,8413,3,2, , ,5,9998,0,8,8,8,8,8,0,40,10,50,1, ,2, ,2,2,4,1800, , , , , , , , , , , , , , ,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,8,2, ,2,2,2,2,2,2,10,6,1,1800, , , , ,100, , ,20,1900,1800,1920,1,1,6.10460376739502
2022,01,07089,2,0041,1,1,4,202201070892004111,01,1,1,1,2, ,1,28,1,1,20,7,1993,1, , , , , , , , , , , , , , , ,2259,8610,3,2, , ,5,9998,0,12,12,0,0,6,12,42, ,42,1, ,2, ,2,2,4,4000, , , , , , , , , , , , , , ,2,1,2,2,2,2,2,2,2,1, , , , , , , ,2, ,1,1,2, ,2, ,11,5, ,2,2,2,2,2,2,10,1,1,4000, , , , , , , ,50,4000,4000,4050,1,2,2.7047107219696
2022,01,07089,2,0043,1,1,4,202201070892004311,01,1,1,1,2, ,1,55,1,1,10,3,1966,1, , , , , , , , , , , , , , , ,4417,6920,3,5,1, ,1,4,0,8,8,8,8,8,0,40,20,60,1, ,1,1,1,2,4,900, , , , ,500, , , , , , , , , ,1,1,2,2,2,2,2,2,2,1, , , , , , , ,1,1,2, ,2, ,2, ,8,2, ,2,2,2,2,2,2,10,7,1,900, , , , ,500, , ,100,1400,900,1500,1,2,2.24610638618469
2022,01,07089,2,0043,1,2,4,202201070892004312,01,1,2,1,2, ,2,54,2,2,4,10,1967,1, , , , , , , , , , , , , , , ,3221,8610,3,2, , ,5,9998,12,0,0,12,12,0,12,48,18,66,1, ,2, ,2,2,4,2300, , , , ,500, , , , , , , , , ,2,1,2,2,2,2,2,2,2,1, , , , , , , ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,2300, , , , ,500, , ,323,2800,2300,3123,1,2,1.95039665699005
2022,01,07089,2,0044,1,1,4,202201070892004411,01,1,1,1,2, ,1,56,1,1,15,7,1965,2,1, , , , , , , , , , , , , , ,2330,8521,3,2, , ,5,9998,0,0,0,0,0,0,0,0, ,38,2,38,1,1,1,2,4,2500, , , , , , , , , , , , , , ,2,1,2,2,2,2,2,2,2,1, , , , , , , ,2, ,1,1,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,2500, , , , , , , ,83,2500,2500,2583,1,2,2.24610638618469
2022,01,07089,2,0044,1,2,4,202201070892004412,01,1,2,1,2, ,2,53,2,2,19,9,1968,1, , , , , , , , , , , , , , , ,3221,8610,3,2, , ,5,9998,0,7,7,7,7,7,0,35, ,35,2,36,1,1,1,2,4,2500, , , , , , , , , , , , , , ,2,1,2,2,2,2,2,2,2,1, , , , , , , ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,2500, , , , , , , ,67,2500,2500,2567,1,2,1.95039665699005
2022,01,07089,2,0044,1,3,4,202201070892004413,01,1,3,1,2, ,1,24,3,3,26,1,1997,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,3,3,2,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,10,4, ,2,2,2,2,2,2,10,7,2, , , , , , , , , ,0, , ,1, ,2.10353231430054
2022,01,07092,21,0010,1,1,4,2022010709221001011,01,1,1,1,2, ,1,70,1,1,12,2,1951,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , , , ,1,1,2,2,2,2,2,2,2,3, , , , , , , ,2, ,1,3,2, ,2, ,6,5, ,2,2,2,2,2,2,10,9,4, , , , , , , , , ,0, , ,1, ,3.67551064491272
2022,01,07092,21,0010,1,2,4,2022010709221001012,01,1,2,1,2, ,2,57,2,2,1,1,1965,2,1, , , , , , , , , , , , , , ,2342,8510,3,2, , ,5,9998,0,0,0,0,0,0,0,0, ,38,2,38,2, ,2,2,4,4000, , , , , , , , , , , , , , ,2,1,2,2,2,2,2,2,2,1, , , , , , , ,2, ,1,1,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,4000, , , , , , , ,75,4000,4000,4075,1,2,2.94149470329285
2022,01,07092,21,0010,1,3,4,2022010709221001013,01,1,3,1,2, ,1,31,3,3,18,8,1990,1, , , , , , , , , , , , , , , ,1499,9000,1, ,1, ,1,3,0,0,0,0,12,12,12,36, ,36,1, ,2, ,2,2, , , ,5000, , , , , , , , , , , , ,1,1,2,2,2,2,2,2,2,2, , , , , , , ,1,2,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , ,5000, , , , , , ,5000,5000,5000,1,2,4.07911586761475
2022,01,07092,21,0010,1,4,4,2022010709221001014,01,1,3,1,2, ,2,35,4,4,27,1,1987,1, , , , , , , , , , , , , , , ,2222,8610,3,2, , ,5,9998,12,12,12,12,12,12,12,84, ,84,1, ,2, ,2,2,4,3000,600, , , , , , , , , , , , , ,2,1,2,2,2,2,2,2,2,1, , , , , , , ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,3000,50, , , , , , ,50,3050,3050,3100,1,2,3.64724683761597
2022,01,07092,21,0010,1,5,4,2022010709221001015,01,1,5,1,2, ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,1, , 
2022,01,07092,21,0013,1,1,4,2022010709221001311,01,1,1,1,2, ,1,68,1,1,9,8,1953,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,1,1,3, , ,1,1,2,2,2,2,2,2,2,3, , , , , , , ,2, ,1,3,2, ,2, ,10,1, ,2,2,2,2,2,2,10,7,4, , , , , , , , , ,0, , ,1, ,3.67551064491272
2022,01,07092,21,0013,1,2,4,2022010709221001312,01,1,2,1,2, ,2,62,2,2,1,9,1959,1, , , , , , , , , , , , , , , ,2341,8510,3,2, , ,5,9998,0,7,7,7,7,7,4,39, ,39,2,40,2, ,2,2,4,2300, , , , , , , , , , , , , , ,2,1,2,2,2,2,2,2,2,1, , , , , , , ,2, ,1,1,2, ,2, ,9,5, ,2,2,2,2,2,2,10,7,1,2300, , , , , , , ,75,2300,2300,2375,1,2,2.94149470329285
2022,01,07092,21,0013,1,3,4,2022010709221001313,01,1,3,1,2, ,1,44,3,3,19,11,1977,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, , , ,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , ,0, , ,1, ,4.42596769332886
2022,01,07092,21,0013,1,4,4,2022010709221001314,01,1,3,1,2, ,1,32,4,4,5,3,1989,1, , , , , , , , , , , , , , , ,2142,7110,2, ,2,2,1,1,0,8,8,9,9,9,8,51, ,51,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,1,5,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , ,2200, , , , , , ,2200,2200,2200,1,2,4.07911586761475
2022,01,07092,4,0022,1,1,4,202201070924002211,01,1,1,1,2, ,2,57,1,1,4,8,1964,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,1,2,2,2,2,2,2,2,4, , , , , , , ,2, ,2, ,2, ,2, ,8,2, ,1,2,2,2,2,2,10,7,4, , , , , , , , , ,0, , ,1, ,3.19161343574524
