ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,C201,ESTRATO,LLAVE_PANEL,CCDD,AREA_ENCUESTA,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C348,C347_T,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,C361_1,C361_2,C361_3,C361_4,C361_5,C361_6,C361_7,C361_8,C362_1,C362_2,C362_3,C362_4,C362_5,C362_6,C362_7,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,Informal_P,FAC300_ANUAL
2022,01,45087,2,0056,1,3,4,202201450872005613,01,1,7,1,2, ,2,19,3,3,22,12,2002,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,2,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , ,0, , ,1, ,1.84616219997406
2022,01,45087,2,0058,1,1,4,202201450872005811,01,1,1,1,2, ,2,49,1,1,29,1,1972,1, , , , , , , , , , , , , , , ,9412,5610,3,5,3,2,1,2,0,5,5,5,5,5,5,30, ,30,1, ,1,1,1,1,4,450, , , , , , , , , , , , , , ,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,10,7,1,450, , , , , , , , ,450,450,450,1,1,1.49605417251587
2022,01,45087,2,0058,1,2,4,202201450872005812,01,1,2,1,2, ,1,51,2,2,2,3,1970,1, , , , , , , , , , , , , , , ,9313,4100,3,5,3,2,1,4,0,8,7,8,8,7,8,46, ,46,1, ,2, ,2,2,2,300, , , , , , , , , , , , , , ,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,3,4, ,2,2,2,2,2,2,10,7,1,1299, , , , , , , , ,1299,1299,1299,1,1,1.7228786945343
2022,01,45087,2,0058,1,3,4,202201450872005813,01,1,3,1,2, ,1,26,3,3,23,6,1995,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,1,2, , , ,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , ,0, , ,1, ,1.71121907234192
2022,01,45087,2,0058,1,4,4,202201450872005814,01,1,3,1,2, ,1,18,4,4,2,11,2003,1, , , , , , , , , , , , , , , ,9333,4923,3,5,1, ,1,5,0,0,2,0,0,0,0,2, ,2,1, ,1,1,1,2,2,40, , , , , , , , , , , , , , ,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,7,1,173, , , , , , , , ,173,173,173,1,1,1.82964885234833
2022,01,45087,2,0060,1,1,4,202201450872006011,01,1,1,1,2, ,2,35,1,1,29,9,1986,2,1, , , , , , , , , , , , , , ,2342,8510,3,2, , ,5,2000,0,0,0,0,0,0,0,0, ,38,2,38,2, ,2,2,4,3030, , , , , , , , , , , , , , ,2,1,2,2,2,2,2,2,2,1, , , , , , , ,2, ,1,1,2, ,2, ,9,5, ,2,2,2,2,2,2,10,8,1,3030, , , , , , , ,50,3030,3030,3080,1,2,1.41014111042023
2022,01,45087,2,0060,1,2,4,202201450872006012,01,1,3,1,2, ,1,14,2,2,17,6,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,2,1,2,2,2,2,2,2,2,4, , , , , , , ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,9,4, , , , , , , , , ,0, , ,1, ,1.50913512706757
2022,01,45087,2,0060,1,3,4,202201450872006013,01,1,3,1,2, ,2,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,1, , 
2022,01,45087,2,0060,1,4,4,202201450872006014,01,1,3,1,2, ,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,1, , 
2022,01,45087,2,0063,1,1,4,202201450872006311,01,1,1,1,2, ,2,33,1,1,2,1,1989,1, , , , , , , , , , , , , , , ,9333,4923,3,5,3,2,1,4,0,0,0,0,0,8,0,8,3,11,2,19,1,1,1,1,2,45, , , ,90, , , , , , , , , , ,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,4, ,6,2,2,2,2,2,2,10,7,1,195, , , ,90, , , , ,285,195,285,1,1,1.8550021648407
2022,01,45087,2,0063,1,2,4,202201450872006312,01,1,3,1,2, ,2,16,2,2,20,3,2005,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,2,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,9,4, , , , , , , , , ,0, , ,1, ,1.84616219997406
2022,01,45087,2,0063,1,3,4,202201450872006313,01,1,3,1,2, ,2,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,1, , 
2022,01,45087,2,0063,1,4,4,202201450872006314,01,1,3,1,2, ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,1, , 
2022,01,45087,2,0063,1,5,4,202201450872006315,01,1,3,1,2, ,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,1, , 
2022,01,06609,1,0007,1,1,4,202201066091000711,01,1,1,1,2, ,1,75,1,1,29,11,1946,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , , , ,1,1,2,2,2,2,2,2,2,3, , , , , , , ,2, ,1,3,2, ,2, ,8,1, ,2,2,2,2,2,2,10,7,4, , , , , , , , , ,0, , ,1, ,137.272994995117
2022,01,06609,1,0007,1,2,4,202201066091000712,01,1,2,1,2, ,2,66,2,2,25,9,1955,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , , , ,1,1,2,2,2,2,2,2,2,3, , , , , , , ,2, ,2, ,1,3,2, ,9,3, ,2,2,2,2,1,2,10,7,4, , , , , , , , , ,0, , ,1, ,143.265151977539
2022,01,06609,1,0007,1,3,4,202201066091000713,01,1,3,1,2, ,2,43,3,3,25,11,1978,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,3,3,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,2, , , , , , , , , ,0, , ,1, ,169.423110961914
2022,01,06609,1,0007,1,4,4,202201066091000714,01,1,5,1,2, ,1,15,4,4,11,8,2006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,2,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , ,0, , ,1, ,301.255615234375
2022,01,06609,1,0008,1,1,4,202201066091000811,01,1,1,1,2, ,2,45,1,1,24,7,1976,1, , , , , , , , , , , , , , , ,5212,4772,3,5,1, ,1,10,8,8,8,8,0,8,8,48, ,48,1, ,1,1,1,1,4,1023, , , , , , , , , , , , , , ,1,1,2,2,2,2,2,2,2,1, , , , , , , ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,1023, , , , , , , ,250,1023,1023,1273,1,2,164.721374511719
2022,01,06609,1,0008,1,2,4,202201066091000812,01,1,3,1,2, ,1,23,2,2,20,7,1998,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,1,2, , , ,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,3,4, , , , , , , , , ,0, , ,1, ,301.255615234375
2022,01,06609,1,0008,1,3,4,202201066091000813,01,1,3,1,2, ,2,16,3,3,24,9,2005,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,2,1,2,2,2,2,2,2,2,4, , , , , , , ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,3,4, , , , , , , , , ,0, , ,1, ,192.696670532227
2022,01,06609,1,0008,1,4,4,202201066091000814,01,1,6,2, ,2,2,63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,0, , 
2022,01,06609,1,0008,1,5,4,202201066091000815,01,1,7,2, ,2,1,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,0, , 
2022,01,06609,1,0009,1,1,4,202201066091000911,01,1,1,1,2, ,1,32,1,1,10,4,1989,1, , , , , , , , , , , , , , , ,2212,8610,3,2, , ,5,9998,0,12,12,12,0,0,12,48, ,48,1, ,1,1,1,2,4,5000, , , , , , , , , , , , , , ,1,1,2,2,2,2,2,2,2,1, , , , , , , ,2, ,1,1,2, ,2, ,11,7, ,2,2,2,2,2,2,10,7,1,5000, , , , , , , ,75,5000,5000,5075,1,2,286.129241943359
2022,01,06609,1,0009,1,2,4,202201066091000912,01,1,2,1,2, ,2,34,2,2,2,9,1987,1, , , , , , , , , , , , , , , ,2212,8610,3,2, , ,5,9998,0,12,12,6,0,12,12,54, ,54,1, ,1,1,1,2,4,6000, , , , , , , , , , , , , , ,1,1,2,2,2,2,2,2,2,1, , , , , , , ,2, ,1,1,2, ,2, ,11,6, ,2,2,2,2,2,2,10,7,1,6000, , , , , , , ,50,6000,6000,6050,1,2,189.444137573242
2022,01,06609,1,0009,1,3,4,202201066091000913,01,1,3,1,2, ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,1, , 
2022,01,06609,1,0009,1,4,4,202201066091000914,01,1,3,1,2, ,2,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,1, , 
2022,01,06609,1,0011,1,1,4,202201066091001111,01,1,1,1,2, ,1,45,1,1,27,3,1976,2,1, , , , , , , , , , , , , , ,2341,8510,3,2, , ,5,9998,0,0,0,0,0,0,0,0,12,62,2,50,1,1,1,2,4,2800, , , , ,2000, , , , , , , , , ,1,1,2,2,2,2,2,2,2,1, , , , , , , ,1,1,2, ,2, ,2, ,9,5, ,2,2,2,2,2,2,10,7,1,2800, , , , ,2000, , ,75,4800,2800,4875,1,2,157.831802368164
2022,01,06609,1,0011,1,2,4,202201066091001112,01,1,3,1,2, ,1,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,1, , 
2022,01,06609,1,0011,1,3,4,202201066091001113,01,1,3,1,2, ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,1, , 
2022,01,06609,1,0011,1,4,4,202201066091001114,01,1,3,1,2, ,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,1, , 
2022,01,06892,1,0064,1,1,5,202201068921006411,01,1,1,1,2, ,1,56,1,1,12,11,1965,1, , , , , , , , , , , , , , , ,6114,0150,2, ,3,2,1,4,0,7,7,7,8,3,5,37, ,37,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,10,3,1, , ,291,26, , , , , ,317,317,317,1,1,152.779052734375
2022,01,06892,1,0064,1,2,5,202201068921006412,01,1,2,1,2, ,2,59,2,2,3,2,1962,1, , , , , , , , , , , , , , , ,6122,0146,2, ,3,2,1,2,1,1,3,1,1,1,1,9,30,39,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,2,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,10,3,1, , ,262,23, , , , , ,285,285,285,1,1,159.448059082031
2022,01,06892,1,0064,1,3,5,202201068921006413,01,1,3,1,2, ,2,36,3,3,19,2,1985,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2, ,9211,0146,4, ,3,2,1,2,1,1,1,1,1,1,1,7, , ,1, ,2, , , , , , , , , , , , ,2,5,1,2, , , ,2,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,4, ,6,2,2,2,2,2,2,10,3,4, , , , , , , , , ,0, , ,1,1,154.469619750977
2022,01,06892,1,0064,1,4,5,202201068921006414,01,1,5,1,2, ,2,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,1, , 
2022,01,06892,1,0064,1,5,5,202201068921006415,01,1,3,2, ,1,1,29,5,5,4,5,1992,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1, ,9211,0113,4, ,3,2,1,2,0,6,6,7,7,7,5,38, ,38,1, ,2, ,2, , , , , , , , , , , , , , , , , ,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,1,5,2, ,2, ,4, ,6,2,2,2,2,2,2,10,3,1, , , , , , , , , ,0,0,0,1,1,276.96923828125
2022,01,06892,1,0064,1,6,5,202201068921006416,01,1,4,2, ,1,2,28,6,6,29,11,1993,1, , , , , , , , , , , , , , , ,9211,0150,4, ,3,2,1,4,0,5,5,6,5,4,5,30, ,30,1, ,2, ,2, , , , , , , , , , , , , , , , , ,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,7,1, , , , , , , , , ,0,0,0,1,1,183.379364013672
2022,01,06892,1,0064,1,7,5,202201068921006417,01,1,5,2, ,1,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,1, , 
2022,01,06892,1,0070,1,1,5,202201068921007011,01,1,1,1,2, ,2,31,1,1,26,2,1990,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2, ,6114,0150,2, ,3,2,1,2,0,3,3,0,3,4,0,13, ,13,1, ,1,2,2,2, , , , , , , , , , , , , , , , ,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, , ,266, , , , , , ,266,266,266,1,1,183.379364013672
2022,01,06892,1,0070,1,2,5,202201068921007012,01,1,3,1,2, ,2,15,2,2,22,6,2006,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2, ,9211,0150,4, ,3,2,1,2,0,3,3,0,3,0,0,9, , ,1, ,2, , , , , , , , , , , , ,2,4,2, , , , ,2,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,5,1, ,2,2,2,2,2,2,10,7,4, , , , , , , , , ,0, , ,1,1,180.653121948242
2022,01,06892,1,0071,1,1,5,202201068921007111,01,1,1,1,2, ,2,91,1,1,20,7,1930,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2, , , , ,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,1, , ,1,1,2,1,2,2,10,7,4, , , , , , , , , ,0, , ,1, ,134.311080932617
2022,01,06955,1,0167,1,1,6,202201069551016711,01,2,1,1,2, ,1,43,1,1,28,2,1978,1, , , , , , , , , , , , , , , ,6112,0127,2, ,3,2,1,2,0,8,5,0,0,0,0,13, ,13,2,35,2, ,2,2, , , , , , , , , , , , , , , , ,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,717,50, , , , , ,767,767,767,1,1,139.222045898438
2022,01,06955,1,0167,1,2,6,202201069551016712,01,2,2,1,2, ,2,42,2,2,6,9,1979,1, , , , , , , , , , , , , , , ,5212,4711,2, ,3,2,1,1,5,7,3,0,0,0,0,15, ,15,2,40,2, ,2,2, , , , , , , , , , , , , , , , ,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,5,1, ,2,2,2,2,2,2,10,7,1, , ,433,433, , , , , ,866,866,866,1,1,114.052223205566
2022,01,06955,1,0167,1,3,6,202201069551016713,01,2,3,1,2, ,1,15,3,3,5,6,2006,1, , , , , , , , , , , , , , , ,9211,0127,4, ,3,2,1,2,0,8,5,0,0,0,0,13, , ,2,35,2, , , , , , , , , , , , ,2,8,2, , , , ,2,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,7,4, , , , , , , , , ,0, , ,1,1,224.079559326172
2022,01,06955,1,0169,1,1,6,202201069551016911,01,2,1,1,2, ,1,42,1,1,29,5,1979,1, , , , , , , , , , , , , , , ,6111,0111,2, ,3,2,1,3,0,7,7,7,7,7,7,42, ,42,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,74,83, , , , , ,157,157,157,1,1,139.222045898438
2022,01,06955,1,0169,1,2,6,202201069551016912,01,2,2,1,2, ,2,40,2,2,27,1,1981,1, , , , , , , , , , , , , , , ,9211,0111,4, ,3,2,1,4,0,4,4,4,4,4,4,24, ,24,1, ,2, ,2, , , , , , , , , , , , , , , , , ,1,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , , , , , , , , ,0,0,0,1,1,114.052223205566
2022,01,06955,1,0169,1,3,6,202201069551016913,01,2,3,1,2, ,1,17,3,3,21,3,2004,1, , , , , , , , , , , , , , , ,9211,0111,4, ,3,2,1,3,0,7,7,7,7,7,7,42, ,42,1, ,2, ,2, , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , , , , , , , , ,0,0,0,1,1,190.462860107422
2022,01,06955,1,0169,1,4,6,202201069551016914,01,2,3,1,2, ,2,15,4,4,8,5,2006,1, , , , , , , , , , , , , , , ,9211,0111,4, ,3,2,1,3,0,0,8,8,0,8,0,24, ,24,1, ,2, ,2, , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,2,2,2, , , , ,5, , , ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,7,1, , , , , , , , , ,0,0,0,1,1,148.191879272461
2022,01,06955,1,0169,1,5,6,202201069551016915,01,2,3,1,2, ,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,1, , 
2022,01,06955,1,0172,1,1,6,202201069551017211,01,2,1,1,2, ,1,52,1,1,31,12,1969,1, , , , , , , , , , , , , , , ,9129,8411,3,2, , ,5,7500,0,7,7,7,7,7,0,35,8,43,1, ,2, ,2,2,4,1200, , , , ,200, ,60, , , , , , , ,1,1,2,2,2,2,2,2,2,1, , , , , , , ,2, ,1,1,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,1,1200, , , , ,200, ,60,50,1460,1200,1510,1,2,64.6989059448242
2022,01,06955,1,0172,1,2,6,202201069551017212,01,2,2,1,2, ,2,43,2,2,15,6,1978,1, , , , , , , , , , , , , , , ,9211,0127,4, ,3,2,1,3,0,0,0,0,0,0,8,8, , ,2,24,2, , , , , , , , , , , , ,2,5,1,2, , , ,1,1,2,2,2,2,2,2,2,4, , , , , , , ,2, ,2, ,2, ,2, ,3, ,5,2,2,2,2,2,2,10,7,4, , , , , , , , , ,0, , ,1,1,134.182434082031
2022,01,06955,1,0172,1,3,6,202201069551017213,01,2,3,1,2, ,1,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,1, , 
